movie,genres
Jacob the Liar,"['Comedy', 'Crime', 'Drama', 'War']"
Goodbye,['Drama']
This Boy's Life,"['Biography', 'Drama']"
Bullets of Love,"['Action', 'Drama']"
The Heist,"['Comedy', 'Crime']"
A Good Baby,['Drama']
The Gatekeeper,['Drama']
Tales from the Crypt: Season 2,"['Documentary', 'Short']"
Mango Kiss,"['Comedy', 'Romance']"
The Twilight Zone: Vol. 32,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Virtual Encounters,"['Drama', 'Sci-Fi']"
Unchained Memories: Slave Narratives,['Documentary']
Iria: Zeiram the Animation,"['Action', 'Horror', 'Animation', 'Sci-Fi', 'Thriller']"
Life Beyond Earth,['Documentary']
Deadly Species,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
The Jacket,"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']"
War Photographer,"['Documentary', 'War']"
Profiler: Season 4,"['Documentary', 'Short']"
Don't Tell Anyone,['Drama']
The Crow,"['Action', 'Drama', 'Fantasy']"
Zorba the Greek,"['Comedy', 'Drama']"
Wedding in Galilee,['Drama']
Dracula: The Dark Prince,"['Action', 'Fantasy']"
Desk Set,"['Comedy', 'Romance']"
Dragnet,"['Comedy', 'Crime']"
Bad Company,"['Horror', 'Thriller']"
Myths and Logic of Shaolin Kung Fu,['Documentary']
The Bostonians,"['Drama', 'Romance']"
Man with the Screaming Brain,"['Adventure', 'Comedy', 'Sci-Fi']"
The Reckoning,"['Crime', 'Drama', 'Mystery']"
Poison Ivy,"['Drama', 'Thriller']"
Prime Cut,"['Action', 'Crime', 'Drama', 'Thriller']"
Final Voyage,"['Action', 'Drama']"
To Sir,['Drama']
The Evening Star,"['Comedy', 'Drama', 'Romance']"
A Patch of Blue,"['Drama', 'Romance']"
The Virgin Suicides,"['Drama', 'Romance']"
Casque d'Or,"['Crime', 'Drama', 'Romance']"
Survivor: Season 1: The Greatest and Most Outrageous Moments,['Documentary']
Timelock,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']"
Christina Aguilera: My Reflection,"['Documentary', 'Music']"
Just One of the Girls,['Comedy']
Mad Dog Time,"['Comedy', 'Crime', 'Drama']"
Sex,['Sci-Fi']
Queen: Greatest Video Hits 2,"['Documentary', 'Music']"
The House of Yes,"['Comedy', 'Drama']"
Squirm,['Horror']
The Peace Hotel,"['Action', 'Crime', 'Drama', 'Romance', 'Western']"
Babylon 5: The Gathering,"['Action', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi']"
Rides: Season 1,['Short']
Violent Cop,"['Action', 'Crime', 'Drama', 'Thriller']"
When a Stranger Calls,"['Horror', 'Thriller']"
Bodies,['Drama']
Mr. Hobbs Takes a Vacation,"['Comedy', 'Family']"
Toby Tyler,"['Drama', 'Family']"
Puppetry of the Penis,['Comedy']
DeepStar Six,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
Imaginary Heroes,"['Comedy', 'Drama']"
Leonard Bernstein: Reaching for the Note,"['Documentary', 'Biography']"
Dora the Explorer: Dora's Map Adventures,['Adventure']
Loose Cannons,"['Comedy', 'Drama', 'Romance']"
Tomie Replay,['Horror']
Dark Shadows: Vol. 5,"['Comedy', 'Fantasy', 'Horror']"
Hell House,"['Horror', 'Mystery']"
Killing Zoe,"['Crime', 'Thriller']"
Scooby-Doo in Arabian Nights,"['Animation', 'Comedy', 'Family', 'Fantasy']"
Innocents,"['Drama', 'Romance']"
Tom Jones,"['Adventure', 'Comedy', 'History']"
The Locket,['Horror']
Kairee,['Drama']
Housesitter,"['Comedy', 'Romance']"
The Forbidden Dance Is Lambada,"['Drama', 'Romance']"
El Bola,['Drama']
The Road to Bali,"['Adventure', 'Comedy', 'Fantasy', 'Musical']"
Sorcerer on the Rocks,"['Animation', 'Comedy', 'Fantasy']"
Little Nemo: Adventures in Slumberland,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']"
Every Which Way But Loose,"['Action', 'Comedy']"
Betty Blue,"['Drama', 'Romance']"
Extreme Engineering: Building Hong Kong's Airport,['Documentary']
Buffy the Vampire Slayer: Season 7,"['Action', 'Drama', 'Fantasy', 'Romance']"
UFOs and Aliens,"['Documentary', 'Sci-Fi']"
Psychopath,"['Sci-Fi', 'Thriller']"
The Bad News Bears Go to Japan!,"['Comedy', 'Family', 'Sport']"
Italian Movie,['Drama']
Goodnight Moon,['Drama']
The Birds,"['Drama', 'Horror', 'Mystery', 'Romance']"
Faraway,"['Adventure', 'Drama', 'Fantasy']"
Chasing Holden,"['Crime', 'Drama']"
Mulholland Drive,"['Drama', 'Mystery', 'Thriller']"
Shoot or Be Shot,['Comedy']
Edge of Seventeen,"['Comedy', 'Drama', 'Romance']"
Mind Meld: Secrets Behind the Voyage of a Lifetime,"['Documentary', 'Sci-Fi']"
World War I in Color,"['Documentary', 'War']"
Tears of the Sun,"['Action', 'Drama', 'Thriller', 'War']"
Bush Family Fortunes: The Best Democracy Money Can Buy,['Documentary']
Lost in Time,"['Comedy', 'Fantasy', 'Horror', 'Sci-Fi']"
Willy Wonka & the Chocolate Factory,"['Family', 'Fantasy', 'Musical']"
Why Has Bodhi Dharma Left for the East?,['Drama']
Mansfield Park,"['Comedy', 'Drama', 'Romance']"
Paparazzi,"['Action', 'Crime', 'Drama', 'Thriller']"
The Texas Chainsaw Massacre 2,"['Comedy', 'Horror']"
Ben-Hur: Collector's Edition,"['Short', 'Adventure']"
Angels with Dirty Faces,"['Crime', 'Drama', 'Film-Noir', 'Thriller']"
Record of Lodoss War,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Romance']"
Humanoids from the Deep,"['Horror', 'Sci-Fi']"
Nothing Sacred,"['Comedy', 'Drama', 'Romance']"
Morituri,"['Action', 'Drama', 'Thriller', 'War']"
Little Big League,"['Comedy', 'Family', 'Sport']"
Firewalker,"['Action', 'Adventure', 'Comedy']"
Angel,"['Action', 'Drama', 'Fantasy', 'Thriller']"
The Lost Son,"['Crime', 'Drama', 'Romance', 'Thriller']"
The Last Wave,"['Drama', 'Fantasy', 'Mystery', 'Thriller']"
Thomas & Friends: Calling All Engines,['Family']
Dragonslayer,"['Action', 'Adventure', 'Fantasy']"
Forgive and Forget,"['Comedy', 'Drama', 'Romance']"
Novocaine,"['Comedy', 'Crime', 'Drama', 'Thriller']"
A Rumor of Angels,['Drama']
Stephen Lynch: Live at the El Rey,"['Comedy', 'Music']"
America Beyond the Color Line,"['Documentary', 'History']"
Exorcist 3,"['Drama', 'Horror', 'Mystery']"
Stratos 4,['Animation']
Strawberry Shortcake: Seaberry Beach Party,['Animation']
Deep Purple: In Concert with The London Symphony Orchestra,['Music']
The Pillow Book,['Drama']
Mo'Nique: One Night Stand,['Comedy']
Peace One Day,['Documentary']
Lorenzo's Oil,['Drama']
Nice Guys Sleep Alone,"['Romance', 'Comedy']"
Best of the Blues Brothers,"['Documentary', 'Music']"
Cathouse,['Documentary']
Step Into Liquid,"['Documentary', 'Sport']"
MTV: The Real World: Hook-Ups,['Documentary']
Love at First Bite,['Comedy']
A Galaxy Far Far Away,"['Comedy', 'Documentary']"
Maxim: The Real Swimsuit DVD: Vol. 1,['Documentary']
Trinity Is Still My Name,"['Comedy', 'Western']"
Without You I'm Nothing,['Drama']
The Notebook,"['Drama', 'Romance']"
Anzio,"['Drama', 'History', 'War']"
Gypsy 83,"['Drama', 'Romance']"
MTV: The Real World You Never Saw: Las Vegas,"['Comedy', 'Documentary']"
Naach,"['Drama', 'Musical', 'Romance']"
Total Recall,"['Action', 'Sci-Fi', 'Thriller']"
My Best Friend's Wife,"['Comedy', 'Drama']"
Angel: Season 1,"['Documentary', 'Short']"
From Here to Eternity,"['Drama', 'Romance', 'War']"
Stitch! The Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
A Family Thing,"['Comedy', 'Drama']"
Money Train,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Dilwale Dulhania Le Jayenge,"['Comedy', 'Drama', 'Musical', 'Romance']"
Macross 2: The Movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Musical', 'Sci-Fi']"
Deadline,"['Comedy', 'Drama']"
Lion of the Desert,"['Biography', 'Drama', 'History', 'War']"
Love and the Frenchwoman,['Comedy']
Beauty and the Beast,"['Family', 'Fantasy', 'Musical', 'Romance']"
Fear Dot Com,"['Crime', 'Horror', 'Thriller']"
New Port South,['Drama']
Spent,"['Comedy', 'Drama']"
Journey of Man,"['Short', 'Drama', 'Family', 'Fantasy', 'Musical']"
Murder at the Presidio,['Crime']
Dickie Roberts: Former Child Star,['Comedy']
Company Business,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Meantime,"['Comedy', 'Drama']"
Miracle on 34th Street,"['Family', 'Fantasy']"
High Tension,['Horror']
Hook'd Up,['Romance']
Johnny Mnemonic,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
Janet: Live in Hawaii,"['Documentary', 'Music']"
Cambridge Spies,"['Drama', 'History']"
La Femme Musketeer,"['Action', 'Adventure']"
Gypsy,"['Drama', 'Thriller']"
The Idiot,"['Drama', 'Romance']"
Fuehrer Ex,['Drama']
Suicide Kings,"['Comedy', 'Drama', 'Mystery', 'Thriller', 'Crime']"
The Chamber,"['Crime', 'Drama']"
Catch 22,"['Comedy', 'Crime', 'Drama', 'War']"
Legend of the Dragon Kings: Blue Dragon,['Animation']
Enemy of the State,"['Action', 'Crime', 'Mystery', 'Thriller']"
Spriggan,"['Animation', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Sonatine,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
Fire on the Amazon,"['Action', 'Adventure', 'Drama']"
Acacia,"['Horror', 'Thriller']"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"['Comedy', 'Crime']"
The Best Years of Our Lives,"['Drama', 'Romance', 'War']"
Southie,['Drama']
Life After All,['Drama']
The Package,['Comedy']
Cock & Bull Story,"['Crime', 'Drama', 'Sport']"
Cinderella: Rodgers & Hammerstein's,['Music']
Kiss Me Deadly,"['Crime', 'Film-Noir', 'Mystery', 'Sci-Fi', 'Thriller']"
Wax Mask,['Horror']
I Dreamed of Africa,"['Adventure', 'Drama', 'Romance']"
Spawn 3: The Ultimate Battle,"['Animation', 'Action', 'Horror']"
My Blue Heaven,"['Comedy', 'Crime']"
They,"['Horror', 'Mystery', 'Thriller']"
Snake in Eagle's Shadow,"['Action', 'Comedy']"
The Guyver,"['Action', 'Comedy', 'Sci-Fi']"
Chicago: City of the Century: American Experience,"['Documentary', 'Biography', 'History']"
Kiss Me,"['Comedy', 'Romance']"
Ridicule,"['Comedy', 'Drama', 'Romance']"
The Belly of an Architect,['Drama']
Where the Buffalo Roam,"['Biography', 'Comedy']"
Switchback,"['Crime', 'Mystery', 'Thriller']"
Tango,['Romance']
Luther Vandross: From Luther with Love,"['Documentary', 'Music']"
Shackles,['Drama']
The Nazi Officer's Wife,"['Documentary', 'History', 'War']"
Air Jaws 1 and 2: Sharks of South Africa,['Documentary']
My Darling Clementine,"['Biography', 'Drama', 'Western']"
Mary Poppins,"['Comedy', 'Family', 'Fantasy', 'Musical']"
Bitter Moon,"['Drama', 'Romance', 'Thriller']"
Robin Williams: Live on Broadway,"['Documentary', 'Comedy']"
The Crossing Guard,"['Drama', 'Thriller']"
The Jacksons: An American Dream,"['Biography', 'Drama', 'Music']"
Starship Troopers,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Pink Cadillac,"['Action', 'Comedy', 'Crime', 'Drama']"
Captain Ron,"['Adventure', 'Comedy']"
Revengers Tragedy,['Drama']
South Pacific,"['Musical', 'Romance', 'War']"
Down from the Mountain,"['Documentary', 'Music']"
Barefoot Adventure,['Documentary']
Batman Forever,"['Action', 'Adventure', 'Fantasy']"
Would I Lie to You?,"['Comedy', 'Drama', 'Romance']"
Poirot: One Two Buckle My Shoe,['Family']
Jill the Ripper,"['Drama', 'Thriller']"
Pitch Black,"['Horror', 'Sci-Fi']"
Grave of the Fireflies,"['Animation', 'Drama', 'War']"
Stranger than Paradise,"['Comedy', 'Drama']"
Only You,"['Comedy', 'Romance']"
God's Little Acre,"['Comedy', 'Drama', 'Romance']"
Star Trek: Deep Space Nine: Season 6,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Sky Captain and the World of Tomorrow,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']"
Children of Heaven,"['Drama', 'Family']"
200 American,"['Comedy', 'Drama', 'Romance']"
Misery,"['Drama', 'Thriller']"
The King of Comedy,"['Comedy', 'Crime', 'Drama', 'Thriller']"
Dead Ringer,"['Crime', 'Drama', 'Thriller']"
Caught Up,"['Crime', 'Drama', 'Thriller']"
Madonna: The Video Collection 1993-1999,['Music']
Extremely Dangerous,['Thriller']
A Century of Science Fiction,['Documentary']
The Crew,"['Crime', 'Drama', 'Thriller']"
Spacehunter,"['Action', 'Adventure', 'Sci-Fi']"
Klute,"['Crime', 'Mystery', 'Thriller']"
D.C. Cab,"['Comedy', 'Action']"
Dreadnaught,"['Action', 'Comedy', 'Horror']"
Act of War,['Action']
Dirty Pretty Things,"['Crime', 'Drama', 'Thriller']"
The Persuaders!: Set 1,"['Action', 'Adventure', 'Comedy']"
The Turandot Project,"['Documentary', 'Music']"
The Work and the Glory,"['Romance', 'Drama']"
Last of the Summer Wine,['Comedy']
Lord of the Rings: The Return of the King,['Reality-TV']
Ghosts of Mississippi,"['Drama', 'History']"
Alfie,"['Comedy', 'Drama', 'Romance']"
Doctor Who: Doctor Who and the Daleks,"['Animation', 'Sci-Fi']"
Tina Turner: Live in Amsterdam,"['Documentary', 'Music']"
A Scene at the Sea,"['Comedy', 'Drama', 'Romance']"
Trancers,"['Action', 'Sci-Fi']"
D2: The Mighty Ducks,"['Comedy', 'Drama', 'Family', 'Sport']"
10,"['Comedy', 'Romance']"
Jacob's Ladder,"['Drama', 'Horror', 'Mystery']"
Bloody Pit of Horror,['Horror']
The Corrs: Live in London,['Music']
Lolita,"['Crime', 'Drama', 'Romance']"
A Bridge Too Far,"['Drama', 'History', 'War']"
Yeh Dillagi,"['Comedy', 'Drama', 'Musical', 'Romance']"
The Dogs Of War,"['Action', 'Adventure', 'Drama']"
The Life of Jesus,"['Drama', 'Romance']"
Peeping Tom,"['Crime', 'Drama', 'Horror', 'Thriller']"
Breaking the Waves,['Drama']
Invisible Mom,"['Comedy', 'Fantasy']"
Bjork: Volumen,"['Animation', 'Music']"
Gunga Din,"['Adventure', 'Comedy', 'War']"
Cotton Comes to Harlem,"['Action', 'Comedy']"
Spring,"['Horror', 'Romance', 'Sci-Fi']"
The Crush,"['Drama', 'Thriller']"
Cutey Honey,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
There's Something About McConkey,['Sport']
Coming Through,"['Drama', 'Romance']"
The Gambler,"['Crime', 'Drama', 'Thriller']"
The Four Noble Truths,"['Drama', 'Romance']"
Km. 0 (Kilometer Zero),"['Comedy', 'Drama', 'Romance']"
The Dukes of Hazzard: Season 2,['News']
I Heart Huckabees,['Comedy']
Our Lips Are Sealed,"['Comedy', 'Crime', 'Family']"
The Piano Teacher,"['Drama', 'Music']"
Dark Passage,"['Film-Noir', 'Thriller']"
Witness to a Kill,"['Action', 'Adventure']"
Butch Cassidy and the Sundance Kid,"['Biography', 'Crime', 'Drama', 'Western']"
A Night to Remember,"['Biography', 'Drama', 'History']"
The Best of Friends: Vol. 3,['Biography']
Lightning Jack,"['Comedy', 'Western']"
Until September,"['Drama', 'Romance']"
Hanzo the Razor: Who's Got the Gold?,['Action']
Hidden Agenda,"['Drama', 'Thriller']"
Midsomer Murders: Death's Shadow,"['Crime', 'Drama', 'Mystery']"
To Hell and Back,"['Action', 'Biography', 'Drama', 'Romance', 'War']"
Sesame Street: Elmo's World: Birthdays,['Family']
Judwaa,"['Action', 'Comedy', 'Drama', 'Romance']"
Earth vs. The Spider,"['Horror', 'Sci-Fi', 'Thriller']"
Alphaville,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Andy Warhol,"['Documentary', 'Biography']"
The Thomas Crown Affair,"['Crime', 'Romance', 'Thriller']"
Murphy's Law,"['Action', 'Adventure', 'Sci-Fi']"
Kinsey: American Experience,"['Documentary', 'Biography', 'History']"
Hum Tum,"['Comedy', 'Drama', 'Romance']"
City of Joy,['Drama']
Sunday Bloody Sunday,['Drama']
The Sopranos: Season 2,['Short']
North to Alaska,"['Comedy', 'Romance', 'Western']"
A Brief Vacation,"['Drama', 'Romance']"
Wild Orchid 2,"['Drama', 'Romance']"
Big Doll House,"['Action', 'Drama', 'Thriller']"
Felicity: Season 4,['Drama']
I Accuse,"['Action', 'Drama']"
3 Women,"['Drama', 'Mystery', 'Thriller']"
The Wickeds,['Horror']
Operation Condor 2: Armour of the Gods,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Jurassic Park,"['Adventure', 'Sci-Fi', 'Thriller']"
The Patriot,"['Action', 'Drama', 'History', 'War']"
The Nightmare Room: Scareful What You Wish For,"['Family', 'Fantasy', 'Horror', 'Thriller']"
Baadasssss!,"['Biography', 'Drama']"
The Ugly,"['Drama', 'Horror', 'Thriller']"
View from the Top,"['Comedy', 'Romance']"
Disney's Little Einsteins: Our Big Huge Adventure,"['Animation', 'Family']"
Fingers,"['Crime', 'Drama', 'Music']"
MASH: Season 2,['Talk-Show']
World Poker Tour: Battle of Champions,['Game-Show']
Scooby-Doo Meets the Boo Brothers,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery']"
Cirque Du Soleil: La Nouba,"['Documentary', 'Family']"
Nostradamus: His Life and Prophecies,['Documentary']
Rugrats Go Wild,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Children of the Corn 3: Urban Harvest,"['Horror', 'Thriller']"
Paris,"['Comedy', 'Drama', 'Romance']"
Straight Talk,"['Comedy', 'Drama', 'Romance']"
Occasional Hell,"['Drama', 'Mystery', 'Thriller']"
Fulltime Killer,"['Action', 'Crime', 'Drama', 'Thriller']"
What the Deaf Man Heard,"['Comedy', 'Drama']"
The Hideous Sun Demon,"['Horror', 'Sci-Fi']"
Night at the Golden Eagle,['Drama']
Unlawful Entry,"['Crime', 'Drama', 'Thriller']"
Barry Lyndon,"['Adventure', 'Drama', 'History', 'War']"
Different for Girls,"['Comedy', 'Romance']"
Qayamat Se Qayamat Tak,"['Drama', 'Musical', 'Romance']"
Blood Moon,['Fantasy']
The Story of Seabiscuit,"['Drama', 'Family', 'Romance']"
Commandos Strike at Dawn,"['Drama', 'History', 'War']"
An Autumn's Tale,"['Drama', 'Romance']"
Lone Star,"['Drama', 'Mystery']"
Get Over It,"['Comedy', 'Romance']"
The Bride,"['Fantasy', 'Horror', 'Romance', 'Sci-Fi']"
Frightmare,['Horror']
The Century of Warfare,"['Documentary', 'History', 'War']"
Running Free,"['Adventure', 'Drama', 'Family', 'History', 'War']"
The Wright Stuff: American Experience,"['Documentary', 'Biography', 'History']"
America's Heart and Soul,['Documentary']
Turkish Delight,"['Drama', 'Romance']"
They Call Me Mr. Tibbs,"['Crime', 'Drama', 'Mystery']"
Elvis: The Complete Story,"['Documentary', 'Music']"
The Purple Plain,"['Adventure', 'Drama', 'War', 'Action']"
Deathstalker 4,"['Adventure', 'Fantasy']"
Bowfinger,['Comedy']
Monty Python and the Holy Grail,"['Adventure', 'Comedy', 'Fantasy']"
In Like Flint,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi']"
Otogi Zoshi,"['Animation', 'Action']"
Battle Creek Brawl,"['Action', 'Comedy', 'Crime']"
What a Girl Wants,"['Comedy', 'Drama', 'Family', 'Romance']"
The Wiz,"['Adventure', 'Family', 'Fantasy', 'Musical']"
Dorothy L. Sayers Mysteries: Have His Carcase,"['Crime', 'Drama', 'Mystery']"
Lethal Weapon 4,"['Action', 'Crime', 'Thriller']"
Building the Alaska Highway: American Experience,"['Documentary', 'Biography', 'History']"
Cover Up,"['Action', 'Adventure', 'Drama', 'Thriller']"
Body Without Soul,['Documentary']
Motorama,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']"
Brief Encounter,"['Drama', 'Romance']"
The Operator,['Horror']
A Murder of Quality,['Mystery']
To the Extreme,"['Drama', 'Romance']"
The Believer,['Drama']
Home Fries,"['Comedy', 'Romance', 'Drama']"
Beast of Yucca Flats,"['Comedy', 'Horror', 'Mystery', 'Talk-Show', 'Thriller']"
You Were Never Lovelier,"['Comedy', 'Musical', 'Romance']"
Born to Be Bad,"['Drama', 'Romance']"
Raising Arizona,"['Comedy', 'Crime']"
Get Bruce!,['Documentary']
The Velveteen Rabbit,"['Animation', 'Family', 'Fantasy']"
Intacto,"['Drama', 'Romance', 'Thriller']"
Lucia Lucia,"['Drama', 'Romance']"
The Skulls 2,"['Action', 'Crime', 'Drama', 'Thriller']"
French Kiss,"['Comedy', 'Drama', 'Romance']"
Wholly Moses,"['Comedy', 'Fantasy']"
The Last Waltz,"['Documentary', 'Music']"
Fist Power,['Action']
Dawn Anna,['Drama']
Visions of Greece,['Biography']
Cheaters,"['Comedy', 'Drama']"
Guilty Conscience,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Vincent & Theo,"['Biography', 'Drama']"
Big Bird in China,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Music']"
Exorcist: The Beginning,"['Horror', 'Mystery', 'Thriller']"
The Long Kiss Goodnight,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
5 Children and It,"['Adventure', 'Family', 'Fantasy']"
Tease,"['Thriller', 'Mystery']"
How to Make a Monster,"['Horror', 'Sci-Fi', 'Thriller']"
The Last Castle,"['Action', 'Drama', 'Thriller']"
The French Lieutenant's Woman,"['Drama', 'Romance']"
Everything Put Together,['Drama']
Spider-Man,"['Action', 'Adventure', 'Sci-Fi']"
Billboard Dad,"['Comedy', 'Family', 'Romance']"
Infection,"['Horror', 'Sci-Fi']"
Haunted Junction,"['Animation', 'Comedy', 'Fantasy']"
Shaolin Idiot,"['Action', 'Comedy', 'Crime', 'Fantasy']"
